,Unnamed: 0,author,date,section,word_count,abstract,headline,source
462,462,,"Oct 18, 2011",Opinion,1061,"Editor: Many readers have been clamoring for Congress to pass the Obama jobs bill. That is certainly understandable, given today's atrocious unemployment statistics. They state that it will create jobs now, although it is not clear how it will do that. Apparently they do not recognize that it was just a campaign ploy: the administration knew the bill would not pass but wanted to be able to later claim, ""We had a solution but the Republicans stymied it."" Confused, I approached the officer and was told it was a no-parking zone. I explained how confused I was. I asked him why he didn't tell me it wasn't a spot when he saw me park and walk right past him. He shrugged me off. He told me to file a claim but that my car was in a no-parking zone. I paid the ticket because I knew it wasn't worth my time to pursue a case I wouldn't win and end up paying more than $20.",Letters To The Editor - 10/19/2011,The Times - Tribune
463,463,Anonymous,"Jul 14, 2011",News,173,"The President on Wednesday declared a major disaster exists in the Commonwealth of Pennsylvania and ordered Federal aid to supplement commonwealth and local recovery efforts in the area struck by severe storms and flooding during the period of April 25-28, 2011.",President Obama Signs Pennsylvania Disaster Declaration,The Daily Review
464,464,,"Dec 8, 2011",Sports,644,"If you are in Detroit, make it a point to visit The Henry Ford Museum, as it houses not only the aforementioned presidential cars and many other manufacturer vehicles, but also features thousands of non-auto related nostalgic items including everything from the first ever Oscar Mayer Weinermobile to era dated collectibles.",Car Collector Corner: Transporting The President Of The United States,The Daily Review
465,465,"Bortner, Peter E","Oct 11, 2012",News,742,"""These budgets have been disastrous,"" [Tim Seip] said. ""We're trying to limit opportunities. We need to stop laying people off."" ""You have a higher likelihood of traveling over a structurally deficient bridge in Pennsylvania than you do of passing a McDonald's,"" he said. ""The Legislature really has failed us."" ""We've got to control the regulations. We've got to control the taxes,"" he said. ""The only way that we can control taxes is to control spending.""","State Senate Candidates Trade Jabs On Budget, Taxes",Republican & Herald
466,466,,"Dec 3, 2011",Opinion,762,"The Newt Surge, deserving as it is of Uppercase Respect, has thrown everyone off - except, that is, Gingrich, who seems to be savoring his own inevitability. But of course he's leading the polls. He dominates in debates. He's been there, done that. He's even nice to his opponents, refusing to criticize them or play along with moderators, who, in addition to being members of the loathed mainstream media, are intellectual chicken hawks trying to stir up a fight that they can then smugly condemn. The conundrum for the heretofore unmentioned front-runner, Mitt Romney, is to determine whether Gingrich's rise is a mere appetizer to Romney's eventual banquet, or is a serious threat to his presumed nomination. Romney may have a more serious problem than is conceivable given the trolley of baggage that Gingrich has to drag around. The largest pieces include: taking huge sums in consulting fees from Freddie Mac; ethics violations from his days as speaker of the House; an extramarital affair with a Hill staffer, his now-wife Callista, while he was trying to impeach Bill Clinton for lying about his extramarital dalliance with an intern. Gingrich's rise may indicate a populace that considers the nation's challenges more important than personal foibles. Or, more likely, his surge is an affirmation of the Republican base's preference for a good ol' boy from the South rather than an exotic from a vacation reef out in the middle of the ocean.",Republicans Show They Can Love A Sinner,The Times - Tribune
467,467,,"Aug 15, 2012",Opinion,1053,"Senate Republican leader Mitch McConnell said Republicans' first priority in the new Congress was to deny President Obama a second term. The president's mistake was to think compromise was possible with a ""loyal opposition"" driven by too many ideologues. Many people say that Mr. [Paul Ryan] has a winning personality. That reminds me of Tip O'Neill's famous comment about President Reagan: ""I never met a man who said meaner things in a nicer way than Ronald Reagan."" Then again, he never met Paul Ryan. His choice probably makes the tea party happy. Teri Adams, head of the Pennsylvania group, suggested that ""public schools should go away."" His group's goal ""is to shut down public schools and have private schools only, eventually returning responsibility for payment to parents and private charities.""",Letters To The Editor - 8/15/2012,The Times - Tribune
468,468,Anonymous,"Aug 22, 2011",Opinion,304,"[...] the rebels' triumph demonstrates that there is no prescribed one-size-fits-all U.S. response to international crises, and that creativity has its place in crafting those responses.",'Leading From Behind' U.S. Scores Victory Over Gadhafi Regime,The Daily Review
469,469,,"Sep 16, 2012",News,234,"[Paul Ryan] - no question about it. These people who think that [Bill Clinton] was so great fail to remember the beginning of difficult times that he got us into, particularly NAFTA. The jobs this cost was tremendous, and they'll never be replaced. Bill Clinton has that ability to talk and, while he is doing so, the majority of those listening get lulled into what he saying as being the truth. Paul Ryan told us the way it is.",Clinton Had Best Convention Speech,The News - Item
470,470,Anonymous,"Aug 21, 2011",Opinion,587,"Did anyone else at the Conyngham Township sewer meeting the other night notice chairman Tarlecki tap dancing around the real issue? He wouldn't say if this was legal or illegal because he knows it is illegal. He just kept saying that it is what is right. I don't care about the township's money. They make enough money off of those windmills. They obviously don't spend any of it on the roads or anything else in this township. We are being ripped off. Can you imagine that we now live in a world where the informant gets intimidated and not the felon? We are forced to live with drug dealers, rapists and burglars as our neighbors, and if you see them committing a crime you have to worry about their friends and family threatening you should you call the police on them. How sad is this? I think it's time for the law-abiding to take back their communities and stick together instead of hiding from this scum.",Sound Off 08-22-11,The News - Item
471,471,"Moyer, Josh","Apr 19, 2012",News,448,"""You don't compromise with people like that because they won't give you anything,"" he said recently during an hour-long visit to The Citizens' Voice, a Times-Shamrock newspaper. ""So how else do you deal with it? I think the answer is to raise the noise level."" Dressed in a striped red tie and a charcoal suit, [Matt Cartwright] framed himself as a longtime attorney who remains a champion of the poor and middle class. He has worked as a partner at Scranton's Munley, Munley & Cartwright law firm since 1994 and says he believes that experience will translate well into public office. ""What that does for the breadwinner's self-esteem in the home, how that scars kids in ways we can't imagine to be thrown out of your house. Democrats had Congress - and they had the House, they had the Senate, they had the presidency,"" he said.",Hardliner Cartwright Not One For Compromise,Standard - Speaker
