,author,date,word_count,abstract,headline,source
1990,"Dhume, Sadanand","Mar 9, 2011",836," The major opposition party, former Prime Minister Nawaz Sharif's Pakistan Muslim League, flaunts its closeness to sundry Islamists, including Jamaat-ud-Dawa, the parent organization of the international terrorist group Lashkar-e-Taiba. According to the Pew Global Attitudes Project, American favorability ratings stood at 17% last year, the lowest of all countries surveyed.",The Myth of 'Moderate Pakistan',The Wall Street Journal
1991,"Catan, Thomas; Efrati, Amir","Sep 19, 2011",992," Google Inc. is taking no chances as its executive chairman, Eric Schmidt, prepares to face a Senate hearing Wednesday on whether the company is abusing its dominance in Internet search. Just two months after Mr. Gates's shaky performance, the U.S. government hit Microsoft with an antitrust suit accusing it of abusing its dominance in the market for PC operating software.",Google Girds for a Grilling,The Wall Street Journal
1992,"Rubio, Marco","Mar 30, 2011",955," [...] President Obama's latest budget request spends more than $46 trillion over the next decade. [...] instead of simply raising the debt limit, we should reassure job creators by setting a firm statutory cap on our public debt-to-GDP ratio.","On Rubio, the Debt Limit and Understanding MathWhy I Won't Vote to Raise the Debt Limit",The Wall Street Journal
1993,"Solomon, Jay","Jan 31, 2011",863," Mr. ElBaradei regularly challenged U.S. foreign policy as the head of the United Nations' nuclear watchdog, the International Atomic Energy Agency. In a worst case, some U.S. strategists fear any overthrow of Mr. Mubarak could produce parallels to the 1979 Islamic Revolution in Iran, when the ouster of the U.S.-backed shah set off ripples that have bedeviled Washington's policies in the Middle East for three decades.","Turmoil in Egypt: Events Rattle U.S. Approach in Region --- Unrest Threatens to Weaken Other American Allies in Mideast, Imperils Strategy on Israel and Iran",The Wall Street Journal
1994,Anonymous,"Sep 22, 2011",544," The Defense Security Cooperation Agency, which oversees foreign military sales, said it told Congress of plans to retrofit Taiwan's F-16s and equip them with an advanced radar system.",World News: World Watch,The Wall Street Journal
1995,Anonymous,"Sep 26, 2011",469," [...] these events are the result of decisions by Mr. Putin and his fellow elites, who have deliberately failed to develop an independent judiciary and parliament and other foundations of a free society.",Vladimir the Eternal,The Wall Street Journal
1996,Anonymous,"Sep 17, 2011",927," White House spokesman Jay Carney imperiously suggested as much this week when asked about the troop number: ""If the Iraqi government makes a request of us, we will certainly consider it."" There is as well the stabilizing role U.S. forces have played along the volatile seam separating the oil-rich Kurdish enclave in northern Iraq from its Arab neighbors (Iran lies to the east).",Giving Away Iraq,The Wall Street Journal
1997,"Rove, Karl","Feb 24, 2011",817," According to news reports, Mr. Obama's personal political machine, Organizing for America, was thrust into the battle, providing buses to transport striking government workers to the protests, mobilizing phone banks, and rallying protesters from nearby states. [...] his proposals to limit collective-bargaining rights for benefits and to require public approval of pay raises greater than inflation.",Obama's Badger State Blues,The Wall Street Journal
1998,"Solomon, Deborah","May 6, 2011",437," In a blunt letter to Mr. Obama, 44 Republican senators said they won't confirm anyone for the post because the agency lacks accountability and its director would enjoy unfettered power. Since Senate confirmation requires 60 votes, the Republican resistance ensures no nominee will be confirmed.",U.S. News: Republicans Want Consumer-Agency Changes Before Chief Is Named,The Wall Street Journal
1999,"Meckler, Laura","Jan 20, 2011",669,,"Hu's Visit to the U.S.: CEOs Ask for Deals, Not Obstacles --- Executives Tell U.S., Chinese Leaders of Desire for Lower Regulatory Hurdles; Obama Points to Job Opportunities",The Wall Street Journal
2000,"Jenkins, Holman W, Jr","Jan 29, 2011",753," The other dissent, by Keith Hennessey, Bill Thomas and Douglas Holtz-Eakin, sees 10 causal factors, but emphasizes the pan-global nature of the housing bubble, which it attributes to ungovernable global capital flows.",What Caused the Bubble?,The Wall Street Journal
2001,Anonymous,"Aug 18, 2011",267," No country or the opposition to Mr. Assad (or Mr. Gadhafi) have offered them a graceful exit. [...] the bloodletting on both sides, in both revolutions, continues.",Let's Help Failing Dictators to Leave,The Wall Street Journal
2002,Anonymous,"Sep 8, 2011",377, An ex-government scientist pleaded guilty to attempted espionage for trying to sell secret information to an FBI agent posing as an Israeli spy. ---,World-Wide,The Wall Street Journal
2003,Anonymous,"Jul 6, 2011",106,,Fracking And U.S. Energy Independence,The Wall Street Journal
2004,"McGurn, William","Aug 2, 2011",813," [...] Mr. Boehner said he was against a shutdown, and put forth different solutions that would raise the debt ceiling without raising taxes. [...] by rejecting everyone else's plan while offering no plan of his own, the president effectively took himself out of the game.",Main Street: Boehner Repeals Murphy's Law,The Wall Street Journal
2005,"Cheng, Jonathan; Phillips, Matt","Jul 29, 2011",908," [...] time, the Obama administration has said, the government may start defaulting on its debts. [...] a few days ago, that scenario appeared far-fetched, but, as gridlock continued in Washington this week, many in the market have been scrambling to figure out which debt would be most in danger of defaulting.",T-Bills on the Brink --- Holders of First Treasurys Due After Aug. 2 Face Uncertainty,The Wall Street Journal
2006,Anonymous,"Feb 14, 2011",488,,Financial Briefing Book: Feb. 14,The Wall Street Journal
2007,"Gelb, Leslie","May 9, 2011",901," With Osama bin Laden now swimming with the fishes, the U.S. has but one sensible path: to draw down U.S. forces to 15,000-25,000 by the end of 2013, try cutting a deal with the Taliban, and refocus American power in the region on containment, deterrence and diplomacy. Extending a major land war indefinitely to kill every last one of them would be hideously wasteful. [...] the original mission is effectively accomplished. [...] upwards of 25,000 NATO forces could remain for a period to help with training, logistics, intelligence and counterterrorist operations.",Should We Stay in Afghanistan? Mission Accomplished,The Wall Street Journal
2008,"Abi-Habib, Maria; Habib Khan Totakhil","Apr 26, 2011",770," The Taliban crowed Monday over the jailbreak of hundreds of militants from a high-security prison in Kandahar, an escape the government called a ""disaster"" and analysts described as a serious blow to attempts to stabilize southern Afghanistan.",World News: Taliban Jailbreak Rattles Afghan South --- Escape of Hundreds via Prison Tunnel Refills Ranks of Kandahar Insurgents,The Wall Street Journal
2009,Anonymous,"Jul 14, 2011",485," Known as last-in, first-out -- or LIFO -- the strategy is used by businesses of all sizes to reduce taxable income by deducting the most recent cost of goods from sales. Since newer goods added to inventories tend to be more costly than older ones, the result gives the appearance of lower earnings, especially during periods of high inflation.",Enterprise Dispatch,The Wall Street Journal
2010,Anonymous,"Aug 8, 2011",237," Geithner has decided to stay on as Treasury secretary through the 2012 election, removing a key piece of uncertainty over who will lead Obama's economic team as it faces a new period of crisis.",Business and Finance,The Wall Street Journal
2011,Anonymous,"Jun 25, 2011",1551," The White House said the rare move is meant to help replace some of the 140 million barrels of oil production lost as a result of the three-month conflict in Libya, and to boost supplies during the peak summer driving season.","This Week: Afghan Rollback, Oil Release, Google Probe",The Wall Street Journal
2012,"Solomon, Jay","Apr 13, 2011",534," The secretary of state has aggressively called for the resignations of Libyan leader Moammar Gadhafi and Egypt's Hosni Mubarak in recent months, but suggested to Tuesday's gathering of Arab and American policy makers that other Arab rulers might still play a role in their countries' futures if they embrace political and economic liberalization.",World News: Clinton Pushes Arab Reforms,The Wall Street Journal
