,abstract,author,blog,headline,id,keywords,lead_paragraph,news_desk,pub_date,seo_headline,snippet,source,url,word_count
292,,MICHAEL COOPER,[],"Obama Fills in Blanks of Romney’s Plans, and G.O.P. Sees Falsehoods",507c462c95e998af71184145,"[{u'rank': u'5', u'name': u'subject', u'value': u'Federal Taxes (US)'}, {u'rank': u'6', u'name': u'subject', u'value': u'Medicare'}, {u'rank': u'3', u'name': u'persons', u'value': u'Obama, Barack'}, {u'rank': u'2', u'name': u'subject', u'value': u'Political Advertising'}, {u'rank': u'1', u'name': u'subject', u'value': u'Presidential Election of 2012'}, {u'rank': u'7', u'name': u'subject', u'value': u'Income Tax'}, {u'rank': u'4', u'name': u'persons', u'value': u'Romney, Mitt'}]","The Obama campaign is taking advantage of the unknown details of Mitt Romney’s policy proposals by filling in the blanks, but some charges are more specific than the facts warrant.",U.S. / Politics,2012-09-28T00:00:00Z,Obama Takes Advantage of Romney’s Lack of Details,"The Obama campaign is taking advantage of the unknown details of Mitt Romney’s policy proposals by filling in the blanks, but some charges are more specific than the facts warrant.",The New York Times,http://www.nytimes.com/2012/09/28/us/politics/obama-takes-advantage-of-romneys-lack-of-details.html,1082
293,,NATHANIEL POPPER,[],"Fearing Fiscal Cliff, Investors Cash In and Seek Safety",507c462c95e998af71184173,"[{u'rank': u'4', u'name': u'subject', u'value': u'Taxation'}, {u'rank': u'2', u'name': u'subject', u'value': u'Presidential Election of 2012'}, {u'rank': u'5', u'name': u'subject', u'value': u'Credit and Debt'}, {u'rank': u'7', u'name': u'organizations', u'value': u'Senate'}, {u'rank': u'9', u'name': u'glocations', u'value': u'United States'}, {u'rank': u'1', u'name': u'subject', u'value': u'Stocks and Bonds'}, {u'rank': u'8', u'name': u'organizations', u'value': u'House of Representatives'}, {u'rank': u'6', u'name': u'subject', u'value': u'European Sovereign Debt Crisis (2010- )'}, {u'rank': u'3', u'name': u'subject', u'value': u'United States Economy'}]","Investors are bracing for what might happen after the election, when politicians will have to negotiate a deal on tax cuts and the deficit or face automatic cuts.",Business Day,2012-09-28T00:00:00Z,Shares Rise As End of Quarter Nears,"Investors are bracing for what might happen after the election, when politicians will have to negotiate a deal on tax cuts and the deficit or face automatic cuts.",The New York Times,http://www.nytimes.com/2012/09/28/business/fearing-fiscal-cliff-investors-cash-in-and-seek-safety.html,1234
294,,ANNIE LOWREY,[],"United States Economy Still Weak, but More Feel Secure",507c462c95e998af71184168,"[{u'rank': u'5', u'name': u'subject', u'value': u'Wages and Salaries'}, {u'rank': u'6', u'name': u'subject', u'value': u'Consumer Behavior'}, {u'rank': u'3', u'name': u'subject', u'value': u'Consumer Confidence (Economic Indicator)'}, {u'rank': u'2', u'name': u'subject', u'value': u'Labor and Jobs'}, {u'rank': u'1', u'name': u'subject', u'value': u'United States Economy'}, {u'rank': u'7', u'name': u'subject', u'value': u'Presidential Election of 2012'}, {u'rank': u'4', u'name': u'subject', u'value': u'Polls and Public Opinion'}]","A closely watched measure of consumer confidence surged to its highest level since February, even as job growth and the overall economy had weakened.",Business Day / Economy,2012-09-28T00:00:00Z,,"A closely watched measure of consumer confidence surged to its highest level since February, even as job growth and the overall economy had weakened.",The New York Times,http://www.nytimes.com/2012/09/28/business/economy/economy-still-weak-but-more-feel-secure.html,1024
295,,HELENE COOPER and ASHLEY PARKER,[],"In Virginia, Nominees Reach Out to Military",507c462495e998af711840aa,"[{u'rank': u'5', u'name': u'persons', u'value': u'Obama, Barack'}, {u'rank': u'6', u'name': u'persons', u'value': u'Romney, Mitt'}, {u'rank': u'3', u'name': u'subject', u'value': u'United States Politics and Government'}, {u'rank': u'2', u'name': u'subject', u'value': u'United States Defense and Military Forces'}, {u'rank': u'1', u'name': u'subject', u'value': u'Presidential Election of 2012'}, {u'rank': u'7', u'name': u'glocations', u'value': u'Virginia'}, {u'rank': u'4', u'name': u'glocations', u'value': u'Virginia Beach (Va)'}]","With Virginia up for grabs this election, President Obama and Mitt Romney made another of their frequent visits to the state.",U.S. / Politics,2012-09-28T00:00:00Z,"In Virginia, Obama and Romney Reach Out to Military","With Virginia up for grabs this election, President Obama and Mitt Romney made another of their frequent visits to the state.",The New York Times,http://www.nytimes.com/2012/09/28/us/politics/in-virginia-obama-and-romney-reach-out-to-military.html,915
296,"Republicans in Florida and other battleground states are intensifying their effort to lure a small but potentially significant group of new or wavering voters away from Pres Obama--Jewish voters who may view him as unreliable on the question of Israel's security; effort is led by Republican Jewish Coalition, organization largely funded by casino magnate Sheldon Adelson.",LIZETTE ALVAREZ,[],Republicans Intensify Drive to Win Over Jewish Voters,507c453295e998af71183d7d,"[{u'value': u'Obama, Barack', u'is_major': u'N', u'rank': u'5', u'name': u'persons'}, {u'value': u'Presidential Election of 2012', u'is_major': u'Y', u'rank': u'1', u'name': u'subject'}, {u'value': u'Jews and Judaism', u'is_major': u'Y', u'rank': u'6', u'name': u'subject'}, {u'value': u'Israel', u'is_major': u'N', u'rank': u'7', u'name': u'glocations'}, {u'value': u'Romney, Mitt', u'is_major': u'N', u'rank': u'3', u'name': u'persons'}, {u'value': u'Adelson, Sheldon G', u'is_major': u'Y', u'rank': u'2', u'name': u'persons'}, {u'value': u'Republican Jewish Coalition', u'is_major': u'N', u'rank': u'4', u'name': u'organizations'}]","In battleground states like Florida, Ohio and Nevada, Republicans are trying to persuade Jewish voters who might typically be expected to support Democrats to vote for Mitt Romney.",National,2012-09-27T00:00:00Z,Republicans Go After Jewish Vote,"In battleground states like Florida, Ohio and Nevada, Republicans are trying to persuade Jewish voters who might typically be expected to support Democrats to vote for Mitt Romney.",The New York Times,http://www.nytimes.com/2012/09/27/us/politics/republicans-go-after-jewish-vote.html,1361
297,,NATE SILVER,[],Romney’s Tough Path as He Trails in Ohio,507c453295e998af71183d54,"[{u'rank': u'4', u'name': u'subject', u'value': u'Electoral College'}, {u'rank': u'2', u'name': u'persons', u'value': u'Romney, Mitt'}, {u'rank': u'5', u'name': u'glocations', u'value': u'Ohio'}, {u'rank': u'7', u'name': u'glocations', u'value': u'Iowa'}, {u'rank': u'1', u'name': u'subject', u'value': u'Presidential Election of 2012'}, {u'rank': u'8', u'name': u'glocations', u'value': u'Wisconsin'}, {u'rank': u'6', u'name': u'subject', u'value': u'Polls and Public Opinion'}, {u'rank': u'3', u'name': u'persons', u'value': u'Obama, Barack'}]","With President Obama consistently holding a lead in polls of Ohio, Mitt Romney may need to devise a strategy to win the Electoral College vote without it.",U.S. / Politics,2012-09-27T00:00:00Z,,"With President Obama consistently holding a lead in polls of Ohio, Mitt Romney may need to devise a strategy to win the Electoral College vote without it.",The New York Times,http://www.nytimes.com/2012/09/27/us/politics/romneys-tough-path-as-he-trails-in-ohio.html,685
298,,ASHLEY PARKER,[],Romney Ad Reaches Out to Working Class,507c453295e998af71183d73,"[{u'rank': u'3', u'name': u'persons', u'value': u'Romney, Mitt'}, {u'rank': u'2', u'name': u'subject', u'value': u'Political Advertising'}, {u'rank': u'1', u'name': u'subject', u'value': u'Presidential Election of 2012'}, {u'rank': u'4', u'name': u'persons', u'value': u'Obama, Barack'}]","Mitt Romney stepped up his efforts to repair the damage from his “47 percent” comments, trying to reassure voters that he cares about the poor and middle class.",U.S. / Politics,2012-09-27T00:00:00Z,Romney Ad Stresses Compassion for Poor,"Mitt Romney stepped up his efforts to repair the damage from his “47 percent” comments, trying to reassure voters that he cares about the poor and middle class.",The New York Times,http://www.nytimes.com/2012/09/27/us/politics/romney-ad-stresses-compassion-for-poor.html,918
299,,NICHOLAS CONFESSORE,[],‘Super PACs’ Finally a Draw for Democrats,507c453295e998af71183d91,"[{u'rank': u'5', u'name': u'organizations', u'value': u'Democratic Party'}, {u'rank': u'8', u'name': u'persons', u'value': u'Simons, James Harris'}, {u'rank': u'6', u'name': u'persons', u'value': u'Angelos, Peter G'}, {u'rank': u'3', u'name': u'organizations', u'value': u'Priorities USA Action'}, {u'rank': u'2', u'name': u'subject', u'value': u'Presidential Election of 2012'}, {u'rank': u'1', u'name': u'subject', u'value': u'Campaign Finance'}, {u'rank': u'7', u'name': u'persons', u'value': u'Simons, James'}, {u'rank': u'4', u'name': u'persons', u'value': u'Obama, Barack'}]","With the election just weeks away, Democratic “super PACs” are finally getting the kind of wealthy donors who have made Republican outside groups a pivotal force in the campaign.",U.S. / Politics,2012-09-27T00:00:00Z,,"With the election just weeks away, Democratic “super PACs” are finally getting the kind of wealthy donors who have made Republican outside groups a pivotal force in the campaign.",The New York Times,http://www.nytimes.com/2012/09/27/us/politics/super-pacs-finally-a-draw-for-democrats.html,1211
300,"New York City Board of Elections votes to increase the font size on November's general-election ballots, after receiving many complaints that the names on the primary ballots were too small.",MICHAEL M. GRYNBAUM,[],Board Votes for Bigger Type on City Ballots,507c451795e998af71183ab1,"[{u'value': u'Presidential Election of 2012', u'is_major': u'Y', u'rank': u'5', u'name': u'subject'}, {u'value': u'Typography', u'is_major': u'N', u'rank': u'1', u'name': u'subject'}, {u'value': u'Board of Elections (NYC)', u'is_major': u'Y', u'rank': u'3', u'name': u'organizations'}, {u'value': u'Elections, Legislature', u'is_major': u'N', u'rank': u'2', u'name': u'subject'}, {u'value': u'New York City', u'is_major': u'Y', u'rank': u'4', u'name': u'glocations'}]","After complaints that the font size of names on the primary ballots was too small, New York City’s Board of Elections voted to increase the type on the general-election ballots.",Metro,2012-09-26T00:00:00Z,New York City Ballots to Get Bigger Font Size for November Election,"After complaints that the font size of names on the primary ballots was too small, New York City’s Board of Elections voted to increase the type on the general-election ballots.",The New York Times,http://www.nytimes.com/2012/09/26/nyregion/new-york-city-ballots-to-get-bigger-font-size-for-november-election.html,306
301,,JACKIE CALMES,[],Test for Obama as Deficit Stays Over $1 Trillion,507c452995e998af71183c05,"[{u'rank': u'3', u'name': u'persons', u'value': u'Obama, Barack'}, {u'rank': u'2', u'name': u'subject', u'value': u'Presidential Election of 2012'}, {u'rank': u'1', u'name': u'subject', u'value': u'Federal Budget (US)'}, {u'rank': u'4', u'name': u'persons', u'value': u'Romney, Mitt'}]","President Obama and Mitt Romney have very different ideas on reducing the budget deficit, but experts have doubts that either plan is up to the challenge.",U.S. / Politics,2012-09-26T00:00:00Z,Obama Faces Test as Deficit Stays Above $1 Trillion,"President Obama and Mitt Romney have very different ideas on reducing the budget deficit, but experts have doubts that either plan is up to the challenge.",The New York Times,http://www.nytimes.com/2012/09/26/us/politics/obama-faces-test-as-deficit-stays-above-1-trillion.html,1450
302,,RICHARD A. OPPEL Jr. and ASHLEY PARKER,[],"A G.O.P. Reunion, With Plans for More Togetherness",507c462495e998af711840f6,"[{u'rank': u'3', u'name': u'persons', u'value': u'Ryan, Paul D Jr'}, {u'rank': u'2', u'name': u'persons', u'value': u'Romney, Mitt'}, {u'rank': u'1', u'name': u'subject', u'value': u'Presidential Election of 2012'}, {u'rank': u'4', u'name': u'persons', u'value': u'Obama, Barack'}]","The Republican ticket will start campaigning together more often, which suggests that aides fear that Mitt Romney, on his own, is not generating enough attention and excitement.",U.S. / Politics,2012-09-26T00:00:00Z,Romney and Ryan to Start Campaigning Together More Often,"The Republican ticket will start campaigning together more often, which suggests that aides fear that Mitt Romney, on his own, is not generating enough attention and excitement.",The New York Times,http://www.nytimes.com/2012/09/26/us/politics/romney-and-ryan-to-start-campaigning-together-more-often.html,620
303,,EDUARDO PORTER,[],"In Romney-Obama ‘Redistribution’ Debate, a Gray Area",507c451895e998af71183b5f,"[{u'rank': u'5', u'name': u'persons', u'value': u'Obama, Barack'}, {u'rank': u'6', u'name': u'persons', u'value': u'Romney, Mitt'}, {u'rank': u'3', u'name': u'subject', u'value': u'Federal Budget (US)'}, {u'rank': u'2', u'name': u'subject', u'value': u'United States Economy'}, {u'rank': u'1', u'name': u'subject', u'value': u'Presidential Election of 2012'}, {u'rank': u'7', u'name': u'subject', u'value': u'Income Inequality'}, {u'rank': u'4', u'name': u'subject', u'value': u'United States Politics and Government'}]","Demographics alone suggest that regardless of who is the next president, the government is going to wind up distributing more of the nation’s wealth than it does today.",Business Day,2012-09-26T00:00:00Z,Obama and Romney’s ‘Redistribution’ Debate Has a Gray Area,"Demographics alone suggest that regardless of who is the next president, the government is going to wind up distributing more of the nation’s wealth than it does today.",The New York Times,http://www.nytimes.com/2012/09/26/business/obama-and-romneys-redistribution-debate-has-a-gray-area.html,1213
304,,[],[],How the Poll Was Conducted,507c308a95e998af7118270d,"[{u'rank': u'4', u'name': u'subject', u'value': u'Presidential Election of 2012'}, {u'rank': u'2', u'name': u'persons', u'value': u'Obama, Barack'}, {u'rank': u'1', u'name': u'subject', u'value': u'Polls and Public Opinion'}, {u'rank': u'3', u'name': u'persons', u'value': u'Romney, Mitt'}]","Results are based on 1,196 likely voters in Florida, 1,162 likely voters in Ohio and 1,180 likely voters in Pennsylvania.",U.S. / Politics,2012-09-26T00:00:00Z,,"Results are based on 1,196 likely voters in Florida, 1,162 likely voters in Ohio and 1,180 likely voters in Pennsylvania.",The New York Times,http://www.nytimes.com/2012/09/26/us/politics/how-the-poll-was-conducted.html,351
