,abstract,author,date,headline,section,source,word_count,id,candidate
1317," Poll shows Santorum ahead of Romney in Ohio Rick Santorum leads former Massachusetts governor Mitt Romney by 7 points in Ohio, a crucial state that will hold its primary a week from today, according to a Quinnipiac University poll. The poll found Santorum would receive support from 36 percent of likely Republican primary voters, followed by Romney with 29 percent, former House speaker Newt Gingrich with 17 percent, and Texas Representative Ron Paul with 11 percent.","Viser, Matt",2012-02-28,Romney's memory is `foggy' on Detroit's Golden Jubilee,National,Boston Globe,894.0,1317,Romney
1324," WASHINGTON - Mitt Romney said yesterday he is forming a committee to explore another run for the presidency, a crucial step that allows him to raise money for a bid he has been preparing for almost since he lost the 2008 Republican nomination. Democrats in Massachusetts, New Hampshire, and Iowa have been holding events to help cement in voters' minds Romney's key role in the issue - and distributing photos of a giddy Romney laughing at his signing ceremony with the late liberal icon Senator Edward M. Kennedy.","Viser, Matt",2011-04-12,Romney takes next big step toward run for president,National,Boston Globe,1094.0,1324,Romney
1325, [...] the new Washington Post-Bloomberg News poll shows yet again that people vastly prefer hiking taxes on upper earners - something all the Republicans reject - to deeper cuts in those two entitlement programs.,"lehigh, scot",2011-10-12,Real problems vs. Romney's nostrumsReal problems vs. Romney's nostrums,Editorial,Boston Globe,339.0,1325,Romney
1326," WASHINGTON - It was in 2009, nearly a year after dropping his presidential bid, that Mitt Romney accepted a position as an independent member of the Marriott hotel company's board of directors. During his two years in the job, Romney's political action committees collected a total of $225,000 from the wife and brother of J.W. Marriott Jr., the chief executive and chairman of the board of Marriott International.","Slack, Donovan",2011-05-15,Firm did not reveal Romney gifts to board,National,Boston Globe,1062.0,1326,Romney
1340," Lawrence Summers, a key White House economic adviser at the time the bill was drawn up and a former president of Harvard University, said that although there is room for debate about how Dodd-Frank should be implemented, it would be a grave mistake to wipe out the regulation without a strong replacement.","Viser, Matt; Tracy, Jan",2012-05-02,Romney is mum on how to regulate big banks,National,Boston Globe,1169.0,1340,Romney
1345, Scot Lehigh states he is here to help you decipher the 2012-model Mitt Romney.,"Lehigh, Scot",2012-01-13,"South Carolina, get ready for Romney",,Boston Globe,,1345,Romney
1349," WASHINGTON - Mitt Romney, who relied heavily on Massachusetts residents to finance his first presidential campaign, has seen contributions from his home state tumble by nearly one-third this time, a decline attributed to the candidate's shift in focus as well as waning allegiances to him. [...] Romney came into the 2012 race with a well-developed network in the Bay State, having raised money for three campaigns: a US senate race in 1994, the governor's race in 2002, and his 2008 presidential bid.","Viser, Matt",2011-10-24,Mass. donations to Romney down from last campaign,National,Boston Globe,1016.0,1349,Romney
1351," Early on, Iowa flirted with irrelevance, as top names like Romney stayed away, mainstream candidates like Tim Pawlenty flopped, and the state's socially conservative Republicans swooned over a series of fringe figures, including Michele Bachmann, who won an important straw poll in August.","Green, Joshua",2011-11-03,Romney's dangerous temptation in Iowa,Editorial,Boston Globe,737.0,1351,Romney
1352," [...] South Carolina, it was working. The former House speaker obviously relished the trench warfare that is a hallmark of South Carolina politics - continuing to brand Romney a ""Massachusetts moderate"" - while Romney initially stuck to his strategy of staying above the primary fray and focusing his stump attacks on Obama.","Rowland, Christopher",2012-01-22,"Suddenly for Romney, Florida win seems a must",National,Boston Globe,1069.0,1352,Romney
1360," Jeff Swensen/Getty Images Rick Santorum suspended his presidential campaign Tuesday, ending a dogged and increasingly Quixotic crusade to emerge as his party's conservative champion and effectively handing the Republican presidential nomination to Mitt Romney.","Levenson, Michael; Viser, Matt",2012-04-11,"Santorum suspends bid, clears path for Romney",National,Boston Globe,1382.0,1360,Romney
1394," Democrats are highlighting decisions Romney made while he was chief executive of Bain Capital, as well as moves he made as governor of Massachusetts, in hopes of undermining his support by blue collar workers in states such as Ohio and Pennsylvania, where manufacturing jobs have moved overseas.","Viser, Matt",2012-04-06,Democrats take aim at Romney on outsourcing,National,Boston Globe,925.0,1394,Romney
1400, Richtman criticized Romney for supporting the privatization of Social Security by allowing workers to direct a portion of their payroll tax into individual investment accounts instead of adding to the pool to pay for current retiree benefits.,"Tracy, Jan",2011-09-09,"Romney, Perry are faulted on Social Security",National,Boston Globe,904.0,1400,Romney
1405," MIAMI - Mitt Romney has aggressively established a network of surrogates within Florida's surging Latino population, a tacit acknowledgment of the bitter lessons from his loss here in 2008 and the pivotal role the community is expected to play in the GOP's first large-state primary later this month. ""The stereotype of the Hispanic vote, that it's only Cuban American, has evaporated,"" said Susan MacManus, a professor of political science at Tampa's University of South Florida.",Bobby Caina Calvan,2012-01-13,Latino vote crucial for Republican rivals in Fla.,National,Boston Globe,1191.0,1405,Romney
1406," In terms of background, Romney has been under fire for his role in the passage of the state's 2006 health care overhaul, the landmark law that has dramatically reduced the number of uninsured people in Massachusetts, stayed within cost projections, led to a steep drop in so-called free care, and is widely popular here. Besides that, it's been a disaster.","McGrory, Brian",2011-05-18,A Romney we can respect,Metro,Boston Globe,664.0,1406,Romney
1407," Joey Fund, Cystic Fibrosis Foundation, Sabin Children's Foundation, National Multiple Sclerosis Society, Dana-Farber Cancer Institute's Jimmy Fund, and Homes for Our Troops. Romney shed some of his investments from corporations that had interests that conflicted with his political views, which caused problems for him four years ago when it was revealed that he was reaping profits from corporations involved with Iran, China, and human embryonic stem cell research.","Viser, Matt",2011-08-13,"Romney worth between $190m and $250m, campaign says",National,Boston Globe,1040.0,1407,Romney
1408," The Church of Jesus Christ of Latter-day Saints is the leading faith to emerge from the United States, and has been practiced by some of the country's greatest political and business leaders, including Romney, fellow GOP presidential candidate Jon Huntsman, and Senate Majority Leader Harry Reid, among millions of other followers.",,2011-10-12,Attacks on Romney's religion are deeply offensive,Editorial,Boston Globe,544.0,1408,Romney
1415, ASSOCIATED PRESS Senate panel OK's plan to limit Hanscom cuts The Senate Armed Services Committee on Thursday adopted proposals by Senator Scott Brown that would block some scheduled cuts at Hanscom Air Force Base and spur construction of state-of-the-art research labs there.,,2012-05-25,Romney faces tough questions on education proposals,National,Boston Globe,1118.0,1415,Romney
1418," With a CNN poll yesterday showing Gingrich gaining in South Carolina just days before the primary here, the multipronged effort included new ads, a broadside from the speaker's former colleagues, and Romney himself attacking from the stump. The poll, with margin of error of 4.5 percentage points, was conducted through Tuesday, meaning Gingrich had four days to build any momentum.","Viser, Matt",2012-01-19,Heat rises as S.C. vote nears,National,Boston Globe,1068.0,1418,Romney
