,author,date,section,word_count,abstract,headline,source,subjects
659,"Banerjee, Neela","Jul 13, 2011",Main News; Part A; National Desk,924," At a town hall meeting in Pennsylvania in early April, President Obama was asked about a bitter fight between industry and environmentalists over a proposed $7-billion, 2,000-mile pipeline to ship crude from Alberta's oil sands to Gulf Coast refineries. Because the pipeline crosses the U.S.-Canadian border, a decision on a permit is pending at the State Department.",Pipeline from Canada may already have U.S. backing,Los Angeles Times,"Oil sands, Leaking of information, Pipelines, Environmental protection, Petroleum industry"
660,Anonymous,"Apr 8, 2011",Main News; Part A; Letters Desk,1167,,LETTERS; A sad day for art,Los Angeles Times,
661,Anonymous,"Jan 16, 2011",Sunday Calendar; Part E; Calendar Desk,553," The Girl Who Kicked the Hornet's Nest by Stieg Larsson 33 (Knopf: $27.95) The final book of the ""Millennium Trilogy"" has Lisbeth Salander in peril. 4. The Book of Awakening by Mark Nepo ($18.95) Rankings are based on chain results and a weekly poll of 175 Southland bookstores.","BOOK REVIEW; BESTSELLERS / LOS ANGELES TIMES / Jan. 16, 2011",Los Angeles Times,"Books, Bookstores"
662,Anonymous,"Jan 5, 2011",Main News; Part A; Editorial Desk,407," Citizens are permitted to buy low-caliber firearms for self-protection or hunting, but only after a background check and approval by the defense ministry; they must also purchase the guns directly from the ministry.",A weapon against drug cartels,Los Angeles Times,"Editorials -- Firearm laws & regulations, Firearm laws & regulations, Cartels, Drug trafficking"
663,Anonymous,"Jul 14, 2011",Main News; Part A; Editorial Desk,477, [...] the House approved a Republican-penned budget for the coming fiscal year that would push the debt to $23 trillion by 2021.,"Debt-ceiling cop-out; McConnell's plan to cede the problem to Obama is bad policy, but default would be worse.",Los Angeles Times,"National debt, Legislators, Editorials -- National debt"
664,,"Nov 10, 2011",Business; Part B; Business Desk,163, The U.S. Commerce Department said it would investigate whether Chinese companies sell solar panels in the United States at unfair discounts and receive illegal government subsidies.,U.S. launches inquiry into China solar panel pricing,Los Angeles Times,"Solar energy, Photovoltaic cells"
665,Anonymous,"Aug 5, 2011",Main News; Part A; Editorial Desk,441," [...] it was a failure to properly regulate the mortgage industry that caused the meltdown, not environmental protections that have been in place, through economic good times and bad, since the 1970s.",GOP vs. Mother Nature,Los Angeles Times,"Appropriations, Economic impact, Federal budget, Emission standards, Environmental regulations, Industrial plant emissions, Editorials -- Environmental regulations, Pollution"
666,"Morrison, Patt","Feb 12, 2011",Main News; Part A; Editorial Desk,1828," Maybe his humor is a coping mechanism for the parlous state of the planet; maybe it's the result of more than 50 years as a Stanford University researcher, professor and author. The climate, the toxification of the planet, the epidemiological environment, the chances of plague, losing biodiversity, the rate of extinction of species -- and we're doing nothing about it.",PATT MORRISON ASKS | PAUL R. EHRLICH; Saving Earth,Los Angeles Times,"Population growth, Nonfiction, Biological diversity, Books -- Humanity on a Tightrope"
667,"Parsons, Christi","May 28, 2011",LATExtra; Part AA; Foreign Desk,803," World leaders vowed to put more money behind emerging democratic governments in North Africa, announcing plans for $40 billion in aid and support from wealthy nations as well as international development agencies.","Pledges of aid to Egypt, Tunisia; At the G-8 summit, Obama wins support for $40 billion to bolster 'Arab Spring.'",Los Angeles Times,"International, Development banks, Developing countries--LDCs, Foreign aid"
668,"Richter, Paul","Oct 27, 2011",Main News; Part A; Foreign Desk,609," Over the years, the international community has repeatedly condemned the regime for widespread corruption and systematic violations of human rights and humanitarian law.",U.S. looking for further reforms from Myanmar; Economic sanctions are unaltered despite regime's recent freeing of some prisoners.,Los Angeles Times,"Human rights, International relations-US -- Myanmar (Burma), Democracy, Sanctions, Political prisoners, Minority & ethnic violence"
669,"Nicholas, Peter","Sep 19, 2011",Main News; Part A; National Desk,1182," President Obama will announce a plan to slash more than $3 trillion from the nation's deficit over the next decade by winding down the wars in Afghanistan and Iraq, raising taxes on wealthier Americans, closing tax loopholes and cutting the cost of Medicare and other government health programs, senior White House officials said.","Taxes, wars at core of deficit plan; To trim $3 trillion, Obama would target the rich, the Pentagon and health spending.",Los Angeles Times,"Tax reform, Tax increases, Speeches, Government spending, Fiscal policy, Budget deficits, Medicare, Bills, National debt"
670,"King, Laura; Nicholas, Peter","Jan 11, 2011",Main News; Part A; Foreign Desk,803," Insurgents Monday staged the second suicide bombing in four days in a strategic border district in southern Afghanistan, signaling determination to open a new front in the battle with coalition forces in volatile Kandahar province.",THE WORLD; 3 Afghans killed in bombing; The Kandahar blast signals Taliban efforts to open a new front. Vice President Biden arrives for a visit.,Los Angeles Times,Suicide bombings
671,Anonymous,"May 20, 2011",Main News; Part A; Editorial Desk,401," The latest victim of the administration's new political direction is a proposed Environmental Protection Agency rule to limit emissions from industrial boilers, which power oil refineries, chemical plants and other factories.",Smokestack politics,Los Angeles Times,"Industrial plant emissions, Environmental protection, Editorials -- Industrial plant emissions, Emissions"
672,"Drogin, Bob","Jul 16, 2011",Calendar; Part D; Entertainment Desk,983," Camp cooks had even baked him a celebratory cake. [...] no American had ever met the star informant, and only a handful even knew his name:",BOOK REVIEW; How a 'spy' betrayed U.S.,Los Angeles Times,"Books -- Triple Agent: The Al-Qaeda Mole Who Infiltrated the CIA, Nonfiction, Espionage, Suicide bombings"
673,Anonymous,"Apr 10, 2011",Main News; Part A; Editorial Desk,1068," [...] he provided cover to his critics by retaining the option of military commissions for some detainees, an inconsistent policy that encouraged critics to urge a military trial for Mohammed and the other Sept. 11 conspirators. [...] more important, Obama was maneuvered into signing a defense authorization bill that barred funding for transferring any Guantanamo inmate to the United States.",Too much like Bush; Obama has embraced national security policies of his predecessor that he once criticized.,Los Angeles Times,"National security, Presidency, Trials, Editorials -- Obama, Barack, Military tribunals, Terrorism"
674,"Moore, Booth","Feb 20, 2011",Image; Part P; Features Desk,1565," The opening look was a tailored tribal mix, with a terrific-looking pair of wool jacquard pants, in an orange, brown, black, white and gray pixilated pattern that spiraled around the legs, worn with a jagged-hem saddle-colored leather T-shirt and a beautifully cut black double-face wool blazer. A blush-colored, knitted fox fur bathrobe coat, worn over a blush silk blouse and gabardine trousers, with a sleek silver choker, was textbook Kors elegance.",STYLE; THE RUNWAYS: NEW YORK; ELEGANCE MEETS EDGINESS,Los Angeles Times,"Fashion, Clothing, Fashion designers"
675,"Mascaro, Lisa","Nov 30, 2011",Main News; Part A; National Desk,616," ""The defense authorization bill has very dangerous provisions,"" said Christopher Anders, senior legislative counsel at the American Civil Liberties Union. Because two-thirds of Congress would be needed to override a veto, he noted, the 37 Senate votes for the Udall amendment ""show the president could sustain a veto if it came to that.""",Collision is likely over detainees; Senators disregard a veto threat from Obama in a vote over terrorism suspects.,Los Angeles Times,"Terrorism, Civil liberties, Due process of law, Vetoes, Federal legislation"
