,author,date,section,word_count,abstract,headline,source,subjects
435,"Stone, Daniel J","Aug 6, 2012",Main News; Part A; Editorial Desk,772," After World War II, the emergence of penicillin allowed doctors to cure a vast range of potentially crippling, if not fatal, infections of the urinary tract, the respiratory system and other parts of the body. [...]drug companies prefer to sink their research dollars into drug treatments for chronic conditions, such as diabetes or heart disease, that patients may use for decades, making it much easier to recoup development costs and generate profits.",Humans vs. microbes,Los Angeles Times,"Drug resistance, Research & development--R&D;, Pharmaceutical industry, Antibiotics, Bacteria, Patents"
436,"Hennessy-Fiske, Molly","Oct 20, 2012",Main News; Part A; National Desk,1147," Eleanor Fairchild, 78, a great-grandmother and retired homemaker, became an alleged ""eco-terrorist"" in the early hours of Oct. 4, crawling through brush on her farm about 100 miles east of Dallas in jeans and a button-down shirt to stop work on the Keystone XL tar sands oil pipeline. Some protesters have holed up in ""tree sits"" 80 feet above ground or bound themselves to construction equipment to block TransCanada from finishing the Texas portion of the 1,660-mile project by next year.",Pipeline spurs locals to join fight; Texas landowners ally with outside activists in protests against the massive pipeline going in on their properties.,Los Angeles Times,"Arrests, Property rights, Pipelines, Eminent domain, Demonstrations & protests -- Texas"
437,"Lee, Don; Lauter, David","Sep 8, 2012",Main News; Part A; Business Desk,1245," [...]on Friday, the tepid numbers threatened to disrupt the momentum Obama and his aides had hoped would come with the end Thursday of the Democratic National Convention and renewed a talking point for Republican nominee Mitt Romney, allowing him to refocus the debate on economic issues. On Friday, Gallup's tracking poll showed 52% of American adults approve of Obama's performance in office, an increase of 3 percentage points over Thursday, and up 9 points since the end of the Republican National Convention.","Weak jobs report boosts prospects for Fed action; U.S. employers add 96,000 workers in August. The jobless rate falls to 8.1% as workforce shrinks.",Los Angeles Times,"Polls & surveys, Unemployment, Labor force, Recessions, Economic conditions, Politics, Political conventions"
438,"Parsons, Christi; Mehta, Seema","Sep 21, 2012",Main News; Part A; National Desk,844," President Obama defended his handling of the immigration issue Thursday at a town hall focused on Latino issues, but handed Mitt Romney fuel for a new line of attack when he acknowledged that one of his biggest failures was his inability ""to change the tone in Washington."" Obama went on to promote his support for the Dream Act, which would provide an avenue for some young illegal immigrants to remain in the country legally, and to point out Romney's positions on immigration.","THE NATION; CAMPAIGN 2012; Obama says he can't change D.C.; Romney, blasting his rival's reason for not fixing immigration, says he'd do better.",Los Angeles Times,"Presidential elections, Immigration policy, Political campaigns"
439,"Rohac, Dalibor","Jul 20, 2012",Main News; Part A; Editorial Desk,808," [...]these regulators will have little incentive to not expand the essential coverage in a way that could make the system explode. [...]in Singapore -- arguably a country with one of the best-functioning healthcare systems in the world -- fees are charged at practically all levels of medical procedures and hospital stays, and a complicated system of government subsidies helps people cope with the costs. [...]overtreatment and wasteful healthcare spending are kept to a minimum, both in the public and the private systems.",How to cure U.S. healthcare; Can Americans get better health outcomes for less money? If only.,Los Angeles Times,"Health care policy, Health care expenditures, Costs, Biomedical research, Patient Protection & Affordable Care Act 2010-US, Mortality"
440,"Cloud, David S","Aug 30, 2012",Main News; Part A; Foreign Desk,1126," The Pentagon and CIA are reviewing a forthcoming book by a retired Navy SEAL who was on the May 2011 raid that killed Osama bin Laden, and they are considering legal action against the author for failing to submit his account for security review, officials said.",Bin Laden raid book scrutinized; Ex-SEAL Team Six member may face legal action for failing to submit it for review.,Los Angeles Times,"Disclosure, Books -- No Easy Day, Classified information, Assassinations & assassination attempts, Armed forces"
441,"Lauter, David","Sep 6, 2012",Special Section; Part U; National Desk,1190," In an election dominated by voters' concerns over the economy, Clinton sought to offer Obama the credibility that comes from having presided over a period of rapid economic growth, near-full employment and balanced budgets. From ""let Detroit go bankrupt"" to ""I like being able to fire people,"" convention speakers threw Romney's words back at him, sometimes forgoing context to highlight remarks that are likely to be featured in television advertisements over the next two months.","ELECTION 2012 / THE DEMOCRATIC NATIONAL CONVENTION; Clinton lends aura; The former president, who led during a time of prosperity, touts Obama and warns that Romney's plan would 'explode the debt and destroy the economy.'",Los Angeles Times,"Presidential elections, Speeches, Political campaigns, Political conventions, Series & special reports"
442,"Mascaro, Lisa","Jul 17, 2012",Main News; Part A; National Desk,622,,THE NATION; Democrats warm up for hardball; Leaders say they won't avoid a 'fiscal cliff' at year-end if Republicans refuse to budge on taxes.,Los Angeles Times,"Federal budget, Politics, Tax increases"
443,,"Jul 4, 2012",Main News; Part A; Letters Desk,1216," Politics and the Supreme Court Re ""Roberts shows he puts law above politics,"" June 30 What a sad state of affairs that we praise the chief justice of the Supreme Court because he ""puts law ahead of politics."" William Sauvageot Tustin :: If liberal Justice Ginsburg had sided with the four justices who voted to overturn the healthcare law, would the headline have read ""Ginsburg shows she puts the law ahead of politics""?",Taking a toll,Los Angeles Times,"Earth, Supreme Court decisions"
444,"Rainey, James","Oct 5, 2012",Main News; Part A; National Desk,574, [...]the two men vying for the Oval Office got what one expects they would desire -- the chance to stand on their own and fight for their vision of the country.,CAMPAIGN 2012; COMMENTARY; The debate moderator who wasn't there,Los Angeles Times,"Presidential elections, Debates"
445,"Romney, Lee","Sep 27, 2012",LATExtra; Part AA; Metro Desk,521," A Humboldt County Superior Court judge has struck down as unconstitutional most of an ordinance that banned non-aggressive panhandling in Arcata within 20 feet of any retail store, intersection, parking lot or bus stop, among other places.","CALIFORNIA; Judge tosses out most of Arcata's panhandling law; Bans on begging near stores, intersections, parking lots and bus stops are affected.",Los Angeles Times,"Litigation, Beggars, Court decisions, City ordinances, Bans"
446,"Collins, Scott; Fritz, Ben; Keegan, Rebecca","Oct 31, 2012",Calendar; Part D; Entertainment Desk,1189," In 2004, Michael Moore's anti-George W. Bush film ""Fahrenheit 9/11"" was released amid the heat of the presidential campaign, spurring conservative complaints that entertainment industry liberals were using their resources to try to tilt the election toward Democratic nominee John Kerry. Marty Kaplan, a USC professor who once worked for former Democratic White House contender Walter Mondale, called the SEALs film a ""brilliant"" ploy by Weinstein, who's as well-known for his marketing prowess as for his tendency to meddle in last-minute creative decisions.",Hollywood's election connection; Spielberg's 'Lincoln' times its opening for after the election. 'SEAL Team Six' wades right in.,Los Angeles Times,"Presidential elections, Motion pictures -- Lincoln, Motion picture directors & producers"
447,"Lee, Don","Sep 23, 2012",Main News; Part A; National Desk,1865," Summer Tangeman embodies the Rocky Mountain lifestyle and the independent spirit of voters in the suburban areas that make up the swing vote in this closely divided state. The president and his top aides thought Congress would never approve anything that large, proposed less and eventually settled for about $800 billion in tax cuts and new government spending.","CAMPAIGN 2012; Obama's economic record: A pattern of going halfway; Facing opposition in Congress, he took steps some experts say weren't enough.",Los Angeles Times,"Economic conditions -- United States--US, Presidential elections, Recessions, Government spending, Economic policy, American Recovery & Reinvestment Act 2009-US, Political parties"
