,author,date,section,word_count,abstract,headline,source
1979,,"Aug 21, 2012",Opinion,746,We are surrounded by coal banks. My dad and many other fathers and grandfathers made their living by working in the mines. A lot of them lost their lives and years later suffered from Black Lung. That's how they put food on the table and paid their bills. Stop complaining; I'm proud to be a Coal Cracker. Coal dust is everywhere; this is the coal region.,"Sound Off: Tuesday, August 21, 2012",The News - Item
1980,"KRAWCZENIUK, BORYS","Apr 23, 2012",News,897,"Local voters headed to their polling places could be greeted with a couple of rain showers during the day and maybe a few snowflakes in the morning, though no accumulation of snow is expected. Besides that, the weather is supposed to be chilly and windy with a high only in mid to upper 40s, said John Feerick, an AccuWeather meteorologist.","With Nothing Like Obama-Clinton On The Ballot, Voter Turnout Today Should Be Low",The Daily Review
1981,,"Nov 4, 2012",News,330,"""That's not really that significant,"" he said. ""If Democrats come out and vote, we will be fine.""",Luzerne County Democrats Down Since '08; Republicans Up,Standard - Speaker
1982,"Ragan, Tom","May 20, 2012",News,499,"When she asked Nothstein why he was waiting another week to sign, he replied, ""I'm not going to do it today.""",Carbon County Adopts Drug Testing For Corrections Officer,Standard - Speaker
1983,,"Jan 15, 2012",News,794,"(Reid later pleaded guilty and was sentenced to life in prison.) A gunman went on a shooting rampage at the Appalachian School of Law in Grundy, Va., killing the dean, a professor and a student; former student Peter Odighizuwa (ah-dig-uh-ZOO'-wuh) later pleaded guilty to capital murder and was sentenced to life in prison.","Glancing Backward, 1/16/12",The Daily Review
1984,Anonymous,"Sep 7, 2011",News,324,"""How does this administration allow this to happen?"" the congressman asked. ""At a time when we're cutting waste, fraud, and abuse, the Obama administration now openly allows people to defraud the system, so it's only going to get worse.""",Barletta Says President Must Address Illegal Immigration,Standard - Speaker
1985,"Whalen, Jill","Jun 16, 2012",News,927,"""I liked what he had to say,"" he said. ""I don't want to see Obama again. Four years is way too many.""",Romney: 'Job One Is To Create Jobs',Standard - Speaker
1986,Anonymous,"Feb 13, 2011",Opinion,491,"""Re-establishing a passenger rail service between northeastern Pennsylvania and the New York metropolitan region could benefit if additional federal resources for rail infrastructure becomes available, but it is premature to say with any certainty what impact the president's proposal will have,"" said Casey spokeswoman Stephanie Zarecky.",Capitol Matters: High Speed Rail Could Help Pa.,The Daily Review
1987,,"Aug 31, 2012",News,446,"Cinemark 20 and XD, Moosic: Celeste and Jesse Forever (R): 12:45, 3:25, 7:20, 9:40; Lawless (R): 12:05, 2:35, 5:10, 7:45, 10:20; The Avengers (PG-13): 12:15, 6:35; in 3D: 3:25, 10:10; Oogieloves in the Big Balloon Adventure (G): 12:30, 2:40, 4:50, 7; The Possession (PG-13): 1:50, 4:10, 6:30, 8:50; in XD: 12:40, 3:05, 5:20, 7:40, 10; 2016: Obama's America (PG): 12:10, 2:30, 4:45, 7, 9:15; The Apparition (PG-13): 1:25, 3:35, 5:45, 7:55, 10:05; The Bourne Legacy (PG-13): 12:20, 3:20, 6:25, 9:30; Brave (PG): 11:45 a.m., 4:55, 9:45; in 3D: 2:20, 7:15; The Campaign (R): 12:40, 2:50, 5, 7:10, 9:20; The Dark Knight Rises (PG-13): 11:40 a.m., 3:15, 6:45, 10:15; Diary of a Wimpy Kid: Dog Days (PG): 12:15, 2:35, 4:55, 7:15; The Expendables 2 (R): 12:55, 3:30, 5:55, 8:40; Hit and Run (R): 12:35, 3, 5:25, 7:50, 10:15; Hope Springs (PG-13): 2, 4:35, 7:05, 9:35; Ice Age: Continental Drift (PG): 2:10, 6:50;...","Movie Times, Aug. 31, 2012",The Times - Tribune
1988,,"Sep 13, 2012",Opinion,617,I was wondering if anybody noticed the jungle that is growing on Front Street on the south side in Strong. Doesn't Mount Carmel Township have any ordinances? It is awful to see that growing.,"Sound Off: Thursday, September 13, 2012",The News - Item
1989,Anonymous,"Jan 08, 2011",News,256,"""I bet they would get 35 to 40 votes from Democrats,"" Holden said.",Holden Confident Health Care Law Will Not Be Repealed,Standard - Speaker
1990,"Krawczeniuk, Borys","Nov 25, 2011",News,716,"""[Tom Marino] hasn't screwed up nor has there been a big national shift,"" [Brian F. Carso Jr.] said. ""It's not going to be a year with an [Barack Obama] landslide that carries a lot of Democratic congressmen in on his coattails. It's completely up in the air if Obama is going to be re-elected.""",Carney Could Be Planning Comeback,Citizens' Voice
1991,Anonymous,"Aug 6, 2011",Opinion,1069,"Only a few months into his term, he has successfully deceived his constituents for political gain. Maybe not all of them, but myself for sure. At a town hall meeting in Scranton last year, prior to being elected, Mr. [Lou Barletta] promised if he was elected that he would work in Congress for his people, not as a Republican. But by voting for ""Cut, Cap, and Balance"" he fell right into the rank-and-file politics of Capitol Hill.",Letters To The Editor 8/7/2011,The Times - Tribune
1992,Mike,"Mar 14, 2011",News,19,"""Barack Obama 2012: KGB technology 2008""...",Hillary,Standard - Speaker
1993,BORYS KRAWCZENIUK STAFF WRITER,"May 17, 2012",News,557,"""I've worked with Judge Mannion, and I think he'll do an excellent job,"" Judge [Thomas Vanaskie] said. ""I think he's very hard working, very thorough and extremely fair.""",Obama Nominates Mannion And Brann As Federal Judges,The Times - Tribune
1994,"Nissley, Erin L","Jan 8, 2012",News,959,"""We can't continue to cut our way out of this dilemma,"" said Karen Murphy, R.N., Ph.D., president and CEO at Moses Taylor Hospital. ""Health care reform forces us to take a step back and look at new ways of delivering care.""",Health Care Reform Measures Could Affect Hospital Finances,The Times - Tribune
1995,"Wolfgang, Ben","Feb 26, 2011",News,806,"""It's one thing for me to go call people up all over the place ... but when you say that, 'Hey, I applied and DOE is participating,' it drives people together. They're a huge facilitator,"" Rich said.",Hope Remains For Future Of Coal-to-liquid Fuels Project,Republican & Herald
1996,"KRAWCZENIUK, BORYS","Jan 23, 2012",News,1097,"Marino sponsored five bills, including one to freeze federal hiring, another to allow independent pharmacies to band together to negotiate better prices on prescription drugs and another to ban attendance at animal-fighting events. The ban is part of the adopted health care reform bill so reviled by Republicans, but critics say adopting it separately wouldn't work because it would sharply drive up health care costs.","In First Year, U.S. Rep. Marino Touts Spending Reductions In First Year, Marino Touts Spending Reductions",The Daily Review
1997,"KRAWCZENIUK, BORYS","Apr 06, 2011",News,417,"Lou Barletta and Tom Marino had kind words for a House Republican 2012 budget blueprint that privatizes Medicare for future retirees, cuts Medicaid spending and lowers the tax rate paid by the wealthiest Americans and companies.","Barletta, Marino Praise House GOP Budget Plan",The Daily Review
1998,"Singleton, David","Nov 29, 2011",News,529,"""Everybody and their brother has been calling for tickets,"" Mr. King said. ""I wish I had them to give them.""",Obama's 'historic' Visit Anticipated,The Times - Tribune
1999,"Allabaugh, Denise","Aug 5, 2011",News,536,"Giant stores also have alerted customers to a voluntary recall of the Shady Brooks Farms ground turkey patties. The stores have received no reports of illnesses, but officials encouraged customers who purchased the turkey burgers to return any remaining portion or bring their receipt to the stores for a refund. Giant has stores in Scranton, Hazleton, Dickson City and Berwick.",Area Store Pull Ground Turkey From Shelves,The Times - Tribune
2000,Anonymous,"Jul 27, 2011",News,1280,"""We're not a bunch of knuckle-dragging, mouth-breathing Neanderthals,"" [Trey Gowdy] said. ""We're interested in answering what we perceive to be the mandate, which is to stop the spending and change the way Washington handles money.""",Analysts: Senate Plan Saves $2.2 Trillion,The Times - Tribune
2001,,"Apr 30, 2012",Opinion,1016,"Editor: Public television's ""Frontline"" aired last week a two-hour, in-depth expose of Wall Street and the banking empire's corruption and the federal government's efforts to stem the tide of national and worldwide disaster.",Letters To The Editor 5/1/2012,The Times - Tribune
2002,"Wilding, Patrice","Jan 30, 2012",News,555,"""These larger themes are really what's getting explored in this exhibit,"" she added. ""It will appeal to people of all different backgrounds when you know what it's like when you don't think you look perfect, and how you create your armor to take the day on and accomplish things ... when you know how you look affects how people react to you.""",Traveling Exhibit At Everhart Museum Looks At How Cultures Shape Physical Ideals,The Times - Tribune
